kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,18.0,10.0,0.8224464654922485,0.8224644660949707,-0.82421875,10.0,11.5,2.0,0,0,,
,,,,,,,,,,,0,0,0.8224464654922485,0.617120623588562
0.02720000594854355,1.0859375,1.0,18.0,10.0,0.6335019469261169,0.6335199475288391,-0.65234375,10.0,9.0,2.0,1,1,,
,,,,,,,,,,,1,1,0.6335019469261169,0.5831598043441772
0.06328219175338745,1.125,1.015625,14.0,10.0,0.932673990726471,0.9326879978179932,-0.9140625,10.0,7.5,2.0,2,2,,
,,,,,,,,,,,2,2,0.932673990726471,0.7145196795463562
0.07133520394563675,1.1484375,1.015625,14.0,10.0,1.0129913091659546,1.013005256652832,-0.97265625,10.0,8.5,2.0,3,3,,
,,,,,,,,,,,3,3,1.0129913091659546,0.8251311182975769
0.06866222620010376,1.1796875,1.015625,12.0,10.0,1.2597087621688843,1.259720802307129,-1.296875,10.0,8.5,2.0,4,4,,
,,,,,,,,,,,4,4,1.2597087621688843,0.9773317575454712
