kl_divergence,mean_ratio_initial_iter,median_ratio_initial_iter,pairwise_hd_aver,mean_hd_from_CreiLOV,fitness_advantage,total_reward,ppo_loss_initial_iter,num_muts,aver_num_masks_to_add_muts,batch_size,epoch,step,rel_WT_fitness,max_norm
0.0,1.0,1.0,14.0,10.0,1.083683729171753,1.0836976766586304,-1.0859375,10.0,7.5,2.0,0,0,,
,,,,,,,,,,,0,0,1.083683729171753,1.9888361692428589
0.022108610719442368,1.0625,1.0078125,14.0,10.0,0.9510530233383179,0.9510670304298401,-0.98046875,10.0,7.5,2.0,1,1,,
,,,,,,,,,,,1,1,0.9510530233383179,1.901183843612671
